Variable,ID,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo..Red.Cómo.Vamos.,Anillo,Capitulo..Bogotá.,Entidad.responsable,Metodo.de.recolección,Descripción.del.indicador,Observaciones,ctype
08-ma-045,v8_ma_045,Número de registros legalizados de publicidad exterior visual.,Secretaría de Ambiente,Número,Casos,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Sumatoria de actos administrativos de registro de publicidad exterior visual en el área urbana de Bogotá,.,Nu
08-ma-046,v8_ma_046,Contaminación Visual (Elementos de publicidad exterior visual desmontada anualmente),Secretaría de Ambiente,Número,Casos,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el número de elementos de publicidad desmontada,.,Nu
08-ma-047,v8_ma_047,Area de metros cuadrados de elementos de publicidad exterior desmontados,Secretaría de Ambiente,Número,Metros cuadrados por habitante,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el número de elementos de publicidad desmontada medida en metros cuadrados,.,Nu
08-ma-048,v8_ma_048,Contaminación  Sonora (Industrial),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector industrial,.,Nu
08-ma-049,v8_ma_049,Contaminación  Sonora (Comercial),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector comercio,.,Nu
08-ma-050,v8_ma_050,Contaminación Sonora (Servicios),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector servicios,.,Nu
08-ma-051,v8_ma_051,Contaminación  Sonora (Residencial),Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector residencial,.,Nu
08-ma-052,v8_ma_052,Porcentaje de vehículos que cumplen la norma de emisión de gases.,Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Expresa el porcentaje de vehiculos revisados que han cumplido con la norma ambiental de emisión de gases.,.,Nu
08-ma-053,v8_ma_053,Toneladas de Escombros controladas por año,UAESP,Número,Toneladas,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Unidad Administrativa Especial de Servicios Públicos,Corresponde a los registros de control para residuos de construcción y demolición en obras mayores a 5.000 m2 en la ciudad,NA,.,Nu
09-m-016,v9_m_016,Total accidentes de tránsito,IPAT,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número total de accidentes de transito occuridos durante el año de referencia.,.,Nu
09-m-017,v9_m_017,Tasa de morbilidad en accidentes de tránsito por cada 100.000 habitantes,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la proporcion de accidentes de transito con victimas no fatales por cada 100.000 habitantes.,.,Nu
09-m-007,v9_m_007,Tasa de mortalidad por accidentes de tránsito,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaria de Movilidad,Registro Administrativo,"Es el número total de defunciones estimadas por accidentes de tránsito en una población total o de determinado sexo y/o edad dividido por el total de esa población, expresada por 100.000 habitantes.",.,Nu
09-m-018,v9_m_018,Total víctimas fatales en accidentes de transito,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de víctimas fatales en accidentes de transito,.,Nu
09-m-019,v9_m_019,Tasa de morbilidad en accidentes de transito x 10.000 vehículos,IPAT,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Número de personas lesionadas en accidentes de tránsito relacionado con el parque automotor registrado en el Distrito por cada 10.000 vehículos registrados a corte del año de medida.,.,Nu
09-m-020,v9_m_020,Tasa de mortalidad en accidentes de transito x 10.000 vehiculos,IPAT,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Número de victimas fatales en accidentes de tránsito relacionado con el parque automotor registrado en el Distrito por cada 10.000 vehículos registrados a corte del año de medida.,.,Nu
09-m-021,v9_m_021,Mujeres victimas fatales de accidentes de tránsito,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de mujeres víctimas fatales en accidentes de tránsito,.,Nu
09-m-022,v9_m_022,Hombres victimas fatales de accidentes de tránsito,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de hombres víctimas fatales en accidentes de tránsito,.,Nu
09-m-023,v9_m_023,Víctimas fatales por condición (peatones),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición peatones.,.,Nu
09-m-024,v9_m_024,Víctimas fatales por condición (motociclistas),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición motociclistas.,.,Nu
09-m-025,v9_m_025,Víctimas fatales por condición (pasajeros),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición pasajeros.,.,Nu
09-m-026,v9_m_026,Víctimas fatales por condición (conductores),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,IPAT (Informes policiales de Accidentes de Tránsito),Expresa el número total de victimas fatales por condición conductores.,NA,.,Nu
09-m-027,v9_m_027,Víctimas fatales por condición (ciclistas),IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición ciclistas.,.,Nu
09-m-028,v9_m_028,Número total de accidentes en el SITP,IPAT,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición ciclistas.,.,Nu
09-m-029,v9_m_029,Número total de accidentes totales en el sistema Transmilenio.,Policía Metropolitana,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Mide el número de accidentes totales con flota del SITP (Articulados, Biarticulados, Buses Padrones, Buses Zonales y Alimentadores)",.,Nu
09-m-030,v9_m_030,Infracciones a vehículos no automotores,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,Mide el número de comparendos por las sigueintes infracciones:,.,Nu
09-m-031,v9_m_031,Infracciones a peatones,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,"Mide el número de comparendos por infracción peatonal: Invadir la zona destinada al tránsito de vehículos, transitar en ésta en patines, monopatines, patinetas o similares. Llevar, sin las debidas precauciones, elementos que puedan obstaculizar o afectar el tránsito Cruzar por sitios no permitidos o transitar sobre el guardavías del ferrocarril. Colocarse delante o detrás de un vehículo que tenga el motor encendido. Remolcarse de vehículos en movimiento. Actuar de manera que ponga en peligro su integridad física. Cruzar la vía atravesando el tráfico vehicular en lugares en donde existen pasos peatonales. Ocupar la zona de seguridad y protección de la vía férrea, la cual se establece a una distancia no menor de 12 metros a lado y lado del eje de la vía férrea. Subirse o bajarse de los vehículos, estando éstos en movimiento, cualquiera que sea la operación o maniobra que estén realizando. Transitar por los túneles, puentes y viaductos de las vías férreas. En relación con el sttmp, éstos no deben ocupar la zona de seguridad y corredores de tránsito de los vehículos del sttmp, fuera de los lugares expresamente autorizados y habilitados para ello. Dentro del perímetro urbano, el cruce debe hacerse solo por las zonas autorizadas, como los puentes peatonales, los pasos peatonales y las bocacalles. El pasajero que sea sorprendido fumando en un vehículo de servicio público, será obligado a abandonar el automotor y deberá asistir a un curso de seguridad vial. Los peatones y ciclistas que no cumplan con las disposiciones de este código, serán amonestadas por la autoridad de tránsito competente y deberá asistir a un curso formativo dictado por las autoridades de tránsito.",.,Nu
09-m-032,v9_m_032,Infracciones a vehiculos automotores,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,Mide el número de comparendos por infracción vehicular,.,Nu
09-m-033,v9_m_033,Comparendos por infracción tecnico mecanica,Policía Metropolitana,Número,Comparendos,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,"Mide el número de comparendos por infracción tecnico mecanica. No realizar la revisión técnico-mecánica en el plazo legal establecido o cuando el vehículo no se encuentre en adecuadas condiciones técnico-mecánicas o de emisiones contaminantes, aún cuando porte los certificados correspondientes. Además el vehículo será inmovilizado.",.,Nu
09-m-034,v9_m_034,Comparendos por infracción operativos emisiones,Secretaría de Movilidad,Número,Comparendos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de comparendos por infracción (vehiculos rechazados por emisiones),.,Nu
09-m-035,v9_m_035,Tiempo promedio de desplazamiento de las personas en la ciudad (minutos),Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,"La SDM realiza anualmente un sondea de percepción de tiempo de desplazamiento de las personas en la ciudad. El sondeo se realiza en 60 sectores distribuidos en las 19 localidades de la ciudad, con un tamaño de muestra de 7.600 encuestas.",.,Nu
09-m-036,v9_m_036,Tiempo total de viaje TPC,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en TPC,.,Nu
09-m-037,v9_m_037,Tiempo total de viaje Transmilenio,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  Transmilenio,.,Nu
09-m-038,v9_m_038,Tiempo total de viaje SITP,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  SITP,.,Nu
09-m-039,v9_m_039,Tiempo total de viaje Alimentadores,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Alimentadores,.,Nu
09-m-040,v9_m_040,Tiempo total de viaje Taxi,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Taxi,.,Nu
09-m-041,v9_m_041,Tiempo total de viaje Moto,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  Moto,.,Nu
09-m-042,v9_m_042,Tiempo total de viaje Particular,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en vehiculo Particular,.,Nu
09-m-043,v9_m_043,Tiempo total de viaje Bicicleta,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Bicicleta,.,Nu
09-m-044,v9_m_044,Tiempo total de viaje A pie,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje a pie,.,Nu
09-m-045,v9_m_045,Estado de la malla vial bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.,Nu
09-m-046,v9_m_046,Estado de la malla vial malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el  Total Kilómetros Carril,.,Nu
09-m-047,v9_m_047,Estado de la malla vial regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el  Total Kilómetros Carril,.,Nu
09-m-048,v9_m_048,Estado de la malla vial ARTERIAL bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.,Nu
09-m-049,v9_m_049,Estado de la malla vial ARTERIAL regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,.,Nu
09-m-050,v9_m_050,Estado de la malla vial ARTERIAL malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,.,Nu
09-m-051,v9_m_051,Estado de la malla vial INTERMEDIA bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.,Nu
09-m-052,v9_m_052,Estado de la malla vial INTERMEDIA regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,.,Nu
09-m-053,v9_m_053,Estado de la malla vial INTERMEDIA malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,.,Nu
09-m-054,v9_m_054,Estado de la malla vial LOCAL bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.,Nu
09-m-055,v9_m_055,Estado de la malla vial LOCAL regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,.,Nu
09-m-056,v9_m_056,Estado de la malla vial LOCAL malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,.,Nu
09-m-057,v9_m_057,Recuperación de la malla vial (km anuales recuperados),Secretaría de Movilidad,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de Km de vías recuperados que corresponden al subsistema vial misional Malla vial local,.,Nu
09-m-058,v9_m_058,Pasajeros diarios movilizados por transporte público masivo (Transmilenio),DANE,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,DANE,Registro Administrativo,Mide los pasajeros movilizados por transporte masivo sobre el total de pasajeros movilizados en un año,.,Nu
09-m-059,v9_m_059,Promedio de pasajeros en hora pico en Transmilenio,Transmilenio SA,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Transmilenio SA,Registro Administrativo,Corresponde unicamente a días hábiles en periodos de demanda sin estacionalidad. El periodo pico del sistema se presenta entre las 06:30 y las 7:30. Los datos a partir del 2012 incluyen las entradas por fase III.,.,Nu
